start_station_id,lat,lng,bike_lane_length_500m,park_area_500m,university_count_1000m,office_poi_count_1000m,retail_poi_count_1000m,restaurant_cafe_count_500m,transit_stop_count_500m,distance_to_nearest_rail_station,distance_to_city_center
30200.0,38.89428,-77.023979,10205.856170689582,300387.15959899034,3.0,87.0,133.0,87.0,72.0,190.9,1820.5
30201.0,38.898097,-77.023924,12015.358006563678,14242.55085701386,2.0,108.0,168.0,178.0,87.0,119.5,1511.7
31000.0,38.859751,-77.053235,12320.837124782094,67918.3167242769,0.0,11.0,174.0,36.0,32.0,327.7,5462.3
31002.0,38.856425,-77.049232,9362.69600913958,58964.985839622685,0.0,11.0,106.0,45.0,33.0,188.1,5745.9
31003.0,38.861056,-77.049417,8613.03340885477,224130.5879037637,0.0,12.0,105.0,28.0,28.0,223.1,5244.1
31004.0,38.857866,-77.05949,8788.639776428628,87028.5498755164,0.0,10.0,168.0,7.0,12.0,574.6,5823.8
31005.0,38.862303,-77.059936,9828.664276914522,134627.73010266578,0.0,8.0,143.0,51.0,31.0,93.2,5375.8
31006.0,38.86331354301248,-77.06341624259947,7507.473066069145,104207.4890431787,0.0,3.0,140.0,43.0,31.0,347.5,5392.7
31007.0,38.85778509815245,-77.05169767141342,10953.46144954554,71477.6040451868,0.0,12.0,151.0,45.0,33.0,122.9,5642.0
31009.0,38.848466,-77.051514,10115.2131259498,52397.00496031155,0.0,11.0,71.0,16.0,8.0,794.0,6652.3
31010.0,38.8426,-77.0502,8524.160167026645,89501.72740594394,0.0,5.0,36.0,5.0,6.0,1088.8,7274.9
31011.0,38.852929,-77.049723,9242.489343793912,17400.468507375554,0.0,11.0,87.0,48.0,22.0,477.0,6135.9
31012.0,38.850688,-77.05152,9730.606629773498,45873.37432944037,0.0,11.0,82.0,44.0,12.0,700.6,6410.0
31013.0,38.85438051517749,-77.05341160297394,9554.267158547404,12415.71529208668,0.0,11.0,96.0,47.0,30.0,475.9,6044.7
31014.0,38.897218,-77.072143,8345.264623379739,61302.73976757904,1.0,15.0,50.0,35.0,32.0,174.3,3245.4
31015.0,38.8946,-77.072305,8337.632243482578,93131.03344353972,0.0,14.0,32.0,38.0,37.0,195.2,3368.9
31016.0,38.893438,-77.076389,9017.658605761431,36157.10135713548,1.0,27.0,46.0,37.0,31.0,552.8,3744.2
31017.0,38.891696,-77.0846,6358.739289049919,47958.960392272216,1.0,23.0,105.0,33.0,28.0,135.9,4473.4
31018.0,38.892164,-77.079375,7826.611020464719,49315.220739636,1.0,25.0,60.0,34.0,25.0,565.0,4038.0
31019.0,38.889396070923496,-77.09186241030693,6530.674067572368,24552.18107565345,2.0,22.0,133.0,59.0,25.0,390.8,5151.9
31020.0,38.8904,-77.0889,5856.683891731555,39854.941882817664,1.0,21.0,121.0,45.0,27.0,285.8,4872.3
31021.0,38.8881,-77.09308,6909.919248997687,22750.811018811168,2.0,21.0,143.0,63.0,29.0,220.0,5305.4
31022.0,38.88701007722296,-77.09525674581528,8288.834152776351,13288.667832463909,2.0,17.0,137.0,59.0,22.0,7.2,5526.7
31023.0,38.885801,-77.097745,8157.161512108735,8069.863805638668,1.0,9.0,128.0,56.0,30.0,258.6,5778.3
31024.0,38.882788,-77.103148,5426.390791802409,70703.78682726472,1.0,16.0,121.0,21.0,33.0,22.2,6343.4
31025.0,38.88397,-77.10783,5517.182437648871,68744.08545804796,4.0,13.0,102.0,39.0,60.0,387.0,6659.8
31026.0,38.884734,-77.093485,6778.585166265572,21766.601384948448,2.0,17.0,136.0,57.0,29.0,301.6,5497.3
31027.0,38.893993,-77.07857,9522.07279898812,45208.18439646519,1.0,27.0,54.0,34.0,20.0,700.3,3893.5
31028.0,38.893237,-77.086063,7864.215530824341,50675.74473584462,1.0,22.0,103.0,34.0,32.0,274.9,4528.8
31029.0,38.896923,-77.086502,6149.514819520288,52564.57719695447,1.0,20.0,63.0,2.0,9.0,685.7,4441.8
31030.0,38.89593,-77.089006,6567.700051376988,25579.529086571463,1.0,18.0,92.0,2.0,10.0,641.6,4679.9
31031.0,38.89054,-77.08095,7267.869771605949,42619.73339886388,1.0,25.0,75.0,39.0,34.0,408.0,4238.3
31032.0,38.88081,-77.090792,6425.015435619406,23776.274455909803,1.0,8.0,107.0,12.0,22.0,795.8,5510.4
31033.0,38.85033657788445,-77.1009886264801,5694.61394429238,307588.9735879909,0.0,0.0,21.0,1.0,11.0,1692.1,8411.7
31034.0,38.882629,-77.109366,6272.344124016783,69290.94145088104,4.0,13.0,102.0,60.0,52.0,198.8,6840.7
31035.0,38.876393,-77.107735,3853.153923632272,21109.71591222247,3.0,11.0,88.0,32.0,31.0,704.1,7022.7
31036.0,38.87887,-77.1207,7438.32190553926,35252.245907902325,3.0,8.0,56.0,11.0,11.0,869.8,7907.1
